HGNC ID	Approved Symbol	Approved Name	Locus Type	Locus Group	Chromosome	Entrez Gene ID	RefSeq IDs	OMIM ID(supplied by OMIM)	RefSeq(supplied by NCBI)
38376	SMAD5	SMAD5	gene-with-protein-product	protein-coding-gene	chr11	SMAD5	XM_005626569.1	SMAD5	XM_005626569.1
46707	SMAD6	SMAD6	gene-with-protein-product	protein-coding-gene	chr30	SMAD6	XM_544737.5	SMAD6	XM_544737.5
2890	SMAD7	SMAD7	gene-with-protein-product	protein-coding-gene	chr7	SMAD7	XM_005623131.1	SMAD7	XM_005623131.1
44441	SMAD9	SMAD9	gene-with-protein-product	protein-coding-gene	chr25	SMAD9	XM_005635428.1	SMAD9	XM_005635428.1
13674	SMAGP	SMAGP	gene-with-protein-product	protein-coding-gene	chr27	SMAGP	XM_005636815.1	SMAGP	XM_005636815.1
12528	SMAP1	SMAP1	gene-with-protein-product	protein-coding-gene	chr12	SMAP1	NM_001097558.1	SMAP1	NM_001097558.1
39649	SMAP2	SMAP2	gene-with-protein-product	protein-coding-gene	chr15	SMAP2	XM_005628878.1	SMAP2	XM_005628878.1
37649	SMARCA1	SMARCA1	gene-with-protein-product	protein-coding-gene	chrX	SMARCA1	XM_005642121.1	SMARCA1	XM_005642121.1
28812	SMARCA2	SMARCA2	gene-with-protein-product	protein-coding-gene	chr1	SMARCA2	XM_005615904.1	SMARCA2	XM_005615904.1
29481	SMARCA4	SMARCA4	gene-with-protein-product	protein-coding-gene	chr20	SMARCA4	XM_005632876.1	SMARCA4	XM_005632876.1
27338	SMARCA5	SMARCA5	gene-with-protein-product	protein-coding-gene	chr15	SMARCA5	XM_532676.5	SMARCA5	XM_532676.5
16629	SMARCAD1	SMARCAD1	gene-with-protein-product	protein-coding-gene	chr32	SMARCAD1	XM_005639194.1	SMARCAD1	XM_005639194.1
33741	SMARCAL1	SMARCAL1	gene-with-protein-product	protein-coding-gene	chr37	SMARCAL1	XM_005640622.1	SMARCAL1	XM_005640622.1
45065	SMARCB1	SMARCB1	gene-with-protein-product	protein-coding-gene	chr26	SMARCB1	XM_852177.3	SMARCB1	XM_852177.3
29363	SMARCC1	SMARCC1	gene-with-protein-product	protein-coding-gene	chr20	SMARCC1	XM_533845.4	SMARCC1	XM_533845.4
37783	SMARCC2	SMARCC2	gene-with-protein-product	protein-coding-gene	chr10	SMARCC2	XM_005625495.1	SMARCC2	XM_005625495.1
45216	SMARCD1	SMARCD1	gene-with-protein-product	protein-coding-gene	chr27	SMARCD1	XM_543674.4	SMARCD1	XM_543674.4
36770	SMARCD2	SMARCD2	gene-with-protein-product	protein-coding-gene	chr9	SMARCD2	XM_005624251.1	SMARCD2	XM_005624251.1
27473	SMARCD3	SMARCD3	gene-with-protein-product	protein-coding-gene	chr16	SMARCD3	XM_005629688.1	SMARCD3	XM_005629688.1
6875	SMARCE1	SMARCE1	gene-with-protein-product	protein-coding-gene	chr9	SMARCE1	XM_845917.3	SMARCE1	XM_845917.3
37485	SMC1A	SMC1A	gene-with-protein-product	protein-coding-gene	chrX	SMC1A	XR_296901.1	SMC1A	XR_296901.1
37936	SMC1B	SMC1B	gene-with-protein-product	protein-coding-gene	chr10	SMC1B	XM_538328.4	SMC1B	XM_538328.4
38533	SMC2	SMC2	gene-with-protein-product	protein-coding-gene	chr11	SMC2	XM_538759.4	SMC2	XM_538759.4
45751	SMC3	SMC3	gene-with-protein-product	protein-coding-gene	chr28	SMC3	XM_846725.3	SMC3	XM_846725.3
33294	SMC4	SMC4	gene-with-protein-product	protein-coding-gene	chr34	SMC4	XM_535848.4	SMC4	XM_535848.4
28805	SMC5	SMC5	gene-with-protein-product	protein-coding-gene	chr1	SMC5	XM_005615875.1	SMC5	XM_005615875.1
27720	SMC6	SMC6	gene-with-protein-product	protein-coding-gene	chr17	SMC6	XM_005630151.1	SMC6	XM_005630151.1
3106	SMCHD1	SMCHD1	gene-with-protein-product	protein-coding-gene	chr7	SMCHD1	XR_292830.1	SMCHD1	XR_292830.1
31336	SMCO2	SMCO2	gene-with-protein-product	protein-coding-gene	chr27	SMCO2	XM_005637031.1	SMCO2	XM_005637031.1
10042	SMCO3	SMCO3	gene-with-protein-product	protein-coding-gene	chr27	SMCO3	XM_848685.3	SMCO3	XM_848685.3
6293	SMCO4	SMCO4	gene-with-protein-product	protein-coding-gene	chr21	SMCO4	XR_295079.1	SMCO4	XR_295079.1
5271	SMCP	SMCP	gene-with-protein-product	protein-coding-gene	chr17	SMCP	NM_001031636.1	SMCP	NM_001031636.1
8070	SMCR7	SMCR7	gene-with-protein-product	protein-coding-gene	chr5	SMCR7	XM_005620145.1	SMCR7	XM_005620145.1
8836	SMCR7L	SMCR7L	gene-with-protein-product	protein-coding-gene	chr10	SMCR7L	XM_005625861.1	SMCR7L	XM_005625861.1
8023	SMCR8	SMCR8	gene-with-protein-product	protein-coding-gene	chr5	SMCR8	XM_846560.3	SMCR8	XM_846560.3
8412	SMDT1	SMDT1	gene-with-protein-product	protein-coding-gene	chr10	SMDT1	XM_846940.3	SMDT1	XM_846940.3
12284	SMEK1	SMEK1	gene-with-protein-product	protein-coding-gene	chr8	SMEK1	XM_005623747.1	SMEK1	XM_005623747.1
25707	SMEK2	SMEK2	gene-with-protein-product	protein-coding-gene	chr10	SMEK2	XM_531833.4	SMEK2	XM_531833.4
35480	SMG1	SMG1	gene-with-protein-product	protein-coding-gene	chr6	SMG1	XM_005621511.1	SMG1	XM_005621511.1
2891	SMG5	SMG5	gene-with-protein-product	protein-coding-gene	chr7	SMG5	XM_547535.5	SMG5	XM_547535.5
4088	SMG6	SMG6	gene-with-protein-product	protein-coding-gene	chr9	SMG6	XM_005624949.1	SMG6	XM_005624949.1
35903	SMG7	SMG7	gene-with-protein-product	protein-coding-gene	chr7	SMG7	XM_005622423.1	SMG7	XM_005622423.1
3962	SMG8	SMG8	gene-with-protein-product	protein-coding-gene	chr9	SMG8	XM_548236.4	SMG8	XM_548236.4
28991	SMG9	SMG9	gene-with-protein-product	protein-coding-gene	chr1	SMG9	XM_005616488.1	SMG9	XM_005616488.1
17006	SMIM1	SMIM1	gene-with-protein-product	protein-coding-gene	chr5	SMIM1	XM_003639058.2	SMIM1	XM_003639058.2
12458	SMIM12	SMIM12	gene-with-protein-product	protein-coding-gene	chr15	SMIM12	XM_003431979.2	SMIM12	XM_003431979.2
18944	SMIM13	SMIM13	gene-with-protein-product	protein-coding-gene	chr35	SMIM13	XM_005640035.1	SMIM13	XM_005640035.1
32800	SMIM14	SMIM14	gene-with-protein-product	protein-coding-gene	chr3	SMIM14	XM_536252.4	SMIM14	XM_536252.4
13804	SMIM15	SMIM15	gene-with-protein-product	protein-coding-gene	chr2	SMIM15	XM_005617426.1	SMIM15	XM_005617426.1
14837	SMIM17	SMIM17	gene-with-protein-product	protein-coding-gene	chr1	SMIM17	XM_003432694.2	SMIM17	XM_003432694.2
20778	SMIM18	SMIM18	gene-with-protein-product	protein-coding-gene	chr16	SMIM18	XM_005629897.1	SMIM18	XM_005629897.1
5683	SMIM19	SMIM19	gene-with-protein-product	protein-coding-gene	chr16	SMIM19	XM_843762.3	SMIM19	XM_843762.3
20023	SMIM2	SMIM2	gene-with-protein-product	protein-coding-gene	chr22	SMIM2	XM_005642457.1	SMIM2	XM_005642457.1
10289	SMIM20	SMIM20	gene-with-protein-product	protein-coding-gene	chr3	SMIM20	NM_001145429.1	SMIM20	NM_001145429.1
13426	SMIM3	SMIM3	gene-with-protein-product	protein-coding-gene	chr4	SMIM3	XM_005619284.1	SMIM3	XM_005619284.1
17015	SMIM4	SMIM4	gene-with-protein-product	protein-coding-gene	chr20	SMIM4	XM_003639744.2	SMIM4	XM_003639744.2
7154	SMIM5	SMIM5	gene-with-protein-product	protein-coding-gene	chr9	SMIM5	XM_005624097.1	SMIM5	XM_005624097.1
9028	SMIM7	SMIM7	gene-with-protein-product	protein-coding-gene	chr20	SMIM7	XM_847655.3	SMIM7	XM_847655.3
25432	SMIM8	SMIM8	gene-with-protein-product	protein-coding-gene	chr12	SMIM8	XM_005627605.1	SMIM8	XM_005627605.1
18690	SMIM9	SMIM9	gene-with-protein-product	protein-coding-gene	chrX	SMIM9	XM_005642042.1	SMIM9	XM_005642042.1
13065	SMKR1	SMKR1	gene-with-protein-product	protein-coding-gene	chr14	SMKR1	XM_005628785.1	SMKR1	XM_005628785.1
24738	SMN	SMN	gene-with-protein-product	protein-coding-gene	chr2	SMN	XM_005617219.1	SMN	XM_005617219.1
31634	SMNDC1	SMNDC1	gene-with-protein-product	protein-coding-gene	chr28	SMNDC1	XM_535011.4	SMNDC1	XM_535011.4
39397	SMO	SMO	gene-with-protein-product	protein-coding-gene	chr14	SMO	XM_005628406.1	SMO	XM_005628406.1
36580	SMOC1	SMOC1	gene-with-protein-product	protein-coding-gene	chr8	SMOC1	XM_005623584.1	SMOC1	XM_005623584.1
28718	SMOC2	SMOC2	gene-with-protein-product	protein-coding-gene	chr1	SMOC2	NM_001177803.1	SMOC2	NM_001177803.1
44087	SMOX	SMOX	gene-with-protein-product	protein-coding-gene	chr24	SMOX	XM_855324.3	SMOX	XM_855324.3
43499	SMPD1	SMPD1	gene-with-protein-product	protein-coding-gene	chr21	SMPD1	XM_005633606.1	SMPD1	XM_005633606.1
16770	SMPD2	SMPD2	gene-with-protein-product	protein-coding-gene	chr12	SMPD2	XM_005627697.1	SMPD2	XM_005627697.1
1828	SMPD3	SMPD3	gene-with-protein-product	protein-coding-gene	chr5	SMPD3	XM_546863.2	SMPD3	XM_546863.2
45105	SMPD4	SMPD4	gene-with-protein-product	protein-coding-gene	chr26	SMPD4	XM_005636612.1	SMPD4	XM_005636612.1
28739	SMPDL3A	SMPDL3A	gene-with-protein-product	protein-coding-gene	chr1	SMPDL3A	XM_533485.4	SMPDL3A	XM_533485.4
16031	SMPDL3B	SMPDL3B	gene-with-protein-product	protein-coding-gene	chr2	SMPDL3B	XM_005617710.1	SMPDL3B	XM_005617710.1
10783	SMPX	SMPX	gene-with-protein-product	protein-coding-gene	chrX	SMPX	XM_849474.3	SMPX	XM_849474.3
37366	SMS	SMS	gene-with-protein-product	protein-coding-gene	chrX	SMS	XM_537978.4	SMS	XM_537978.4
31092	SMTN	SMTN	gene-with-protein-product	protein-coding-gene	chr26	SMTN	XM_847474.4	SMTN	XM_847474.4
41023	SMTNL1	SMTNL1	gene-with-protein-product	protein-coding-gene	chr18	SMTNL1	XM_005631204.1	SMTNL1	XM_005631204.1
1291	SMTNL2	SMTNL2	gene-with-protein-product	protein-coding-gene	chr5	SMTNL2	XM_005619870.1	SMTNL2	XM_005619870.1
25955	SMU1	SMU1	gene-with-protein-product	protein-coding-gene	chr11	SMU1	XM_531971.4	SMU1	XM_531971.4
32918	SMUG1	SMUG1	gene-with-protein-product	protein-coding-gene	chr27	SMUG1	XM_005636748.1	SMUG1	XM_005636748.1
7449	SMURF1	SMURF1	gene-with-protein-product	protein-coding-gene	chr6	SMURF1	XM_005621177.1	SMURF1	XM_005621177.1
36763	SMURF2	SMURF2	gene-with-protein-product	protein-coding-gene	chr9	SMURF2	XM_537589.4	SMURF2	XM_537589.4
27878	SMYD1	SMYD1	gene-with-protein-product	protein-coding-gene	chr17	SMYD1	XM_847011.3	SMYD1	XM_847011.3
35882	SMYD2	SMYD2	gene-with-protein-product	protein-coding-gene	chr7	SMYD2	XM_537149.4	SMYD2	XM_537149.4
36057	SMYD3	SMYD3	gene-with-protein-product	protein-coding-gene	chr7	SMYD3	XM_537223.4	SMYD3	XM_537223.4
4084	SMYD4	SMYD4	gene-with-protein-product	protein-coding-gene	chr9	SMYD4	XM_005624939.1	SMYD4	XM_005624939.1
27937	SMYD5	SMYD5	gene-with-protein-product	protein-coding-gene	chr17	SMYD5	XM_533007.4	SMYD5	XM_533007.4
44308	SNAI1	SNAI1	gene-with-protein-product	protein-coding-gene	chr24	SNAI1	XM_005635167.1	SNAI1	XM_005635167.1
45827	SNAI2	SNAI2	gene-with-protein-product	protein-coding-gene	chr29	SNAI2	XM_005637933.1	SNAI2	XM_005637933.1
7588	SNAI3	SNAI3	gene-with-protein-product	protein-coding-gene	chr5	SNAI3	XM_846102.3	SNAI3	XM_846102.3
32485	SNAP23	SNAP23	gene-with-protein-product	protein-coding-gene	chr30	SNAP23	XM_535442.4	SNAP23	XM_535442.4
30356	SNAP25	SNAP25	gene-with-protein-product	protein-coding-gene	chr24	SNAP25	XM_005634794.1	SNAP25	XM_005634794.1
45119	SNAP29	SNAP29	gene-with-protein-product	protein-coding-gene	chr26	SNAP29	XM_543568.4	SNAP29	XM_543568.4
26790	SNAP47	SNAP47	gene-with-protein-product	protein-coding-gene	chr14	SNAP47	XM_005628356.1	SNAP47	XM_005628356.1
23869	SNAP91	SNAP91	gene-with-protein-product	protein-coding-gene	chr12	SNAP91	XM_005627015.1	SNAP91	XM_005627015.1
17088	SNAPC1	SNAPC1	gene-with-protein-product	protein-coding-gene	chr8	SNAPC1	XM_005623478.1	SNAPC1	XM_005623478.1
10578	SNAPC2	SNAPC2	gene-with-protein-product	protein-coding-gene	chr20	SNAPC2	XM_849251.3	SNAPC2	XM_849251.3
10067	SNAPC3	SNAPC3	gene-with-protein-product	protein-coding-gene	chr11	SNAPC3	XM_848720.3	SNAPC3	XM_848720.3
4155	SNAPC4	SNAPC4	gene-with-protein-product	protein-coding-gene	chr9	SNAPC4	XM_005625115.1	SNAPC4	XM_005625115.1
9811	SNAPC5	SNAPC5	gene-with-protein-product	protein-coding-gene	chr30	SNAPC5	XM_848428.3	SNAPC5	XM_848428.3
2979	SNAPIN	SNAPIN	gene-with-protein-product	protein-coding-gene	chr7	SNAPIN	XM_547578.4	SNAPIN	XM_547578.4
32920	SNCA	SNCA	gene-with-protein-product	protein-coding-gene	chr32	SNCA	XM_005639186.1	SNCA	XM_005639186.1
38304	SNCAIP	SNCAIP	gene-with-protein-product	protein-coding-gene	chr11	SNCAIP	XM_005626443.1	SNCAIP	XM_005626443.1
33853	SNCB	SNCB	gene-with-protein-product	protein-coding-gene	chr4	SNCB	XM_847475.3	SNCB	XM_847475.3
10032	SNCG	SNCG	gene-with-protein-product	protein-coding-gene	chr4	SNCG	XM_005619441.1	SNCG	XM_005619441.1
26827	SND1	SND1	gene-with-protein-product	protein-coding-gene	chr14	SND1	XM_532436.4	SND1	XM_532436.4
8212	SNED1	SNED1	gene-with-protein-product	protein-coding-gene	chr25	SNED1	XM_005635961.1	SNED1	XM_005635961.1
3850	SNF8	SNF8	gene-with-protein-product	protein-coding-gene	chr9	SNF8	XM_548183.4	SNF8	XM_548183.4
12674	SNHG3	SNHG3	gene-with-protein-product	protein-coding-gene	chr2	SNHG3	NR_038068.1	SNHG3	NR_038068.1
27108	SNIP1	SNIP1	gene-with-protein-product	protein-coding-gene	chr15	SNIP1	XM_005628932.1	SNIP1	XM_005628932.1
96	SNN	SNN	gene-with-protein-product	protein-coding-gene	chr6	SNN	XM_847195.3	SNN	XM_847195.3
44144	SNPH	SNPH	gene-with-protein-product	protein-coding-gene	chr24	SNPH	XM_005634891.1	SNPH	XM_005634891.1
30000	SNRK	SNRK	gene-with-protein-product	protein-coding-gene	chr23	SNRK	XM_534210.4	SNRK	XM_534210.4
27856	SNRNP200	SNRNP200	gene-with-protein-product	protein-coding-gene	chr17	SNRNP200	XM_532949.4	SNRNP200	XM_532949.4
12312	SNRNP25	SNRNP25	gene-with-protein-product	protein-coding-gene	chr6	SNRNP25	XM_849308.3	SNRNP25	XM_849308.3
25760	SNRNP27	SNRNP27	gene-with-protein-product	protein-coding-gene	chr10	SNRNP27	XM_531856.4	SNRNP27	XM_531856.4
30906	SNRNP35	SNRNP35	gene-with-protein-product	protein-coding-gene	chr26	SNRNP35	XM_534648.4	SNRNP35	XM_534648.4
10985	SNRNP40	SNRNP40	gene-with-protein-product	protein-coding-gene	chr2	SNRNP40	XM_849637.3	SNRNP40	XM_849637.3
7997	SNRNP48	SNRNP48	gene-with-protein-product	protein-coding-gene	chr35	SNRNP48	XM_846517.3	SNRNP48	XM_846517.3
42173	SNRNP70	SNRNP70	gene-with-protein-product	protein-coding-gene	chr1	SNRNP70	XM_005616330.1	SNRNP70	XM_005616330.1
29015	SNRPA	SNRPA	gene-with-protein-product	protein-coding-gene	chr1	SNRPA	XM_533663.4	SNRPA	XM_533663.4
5620	SNRPA1	SNRPA1	gene-with-protein-product	protein-coding-gene	chr3	SNRPA1	XM_843830.3	SNRPA1	XM_843830.3
44137	SNRPB	SNRPB	gene-with-protein-product	protein-coding-gene	chr24	SNRPB	XM_542930.4	SNRPB	XM_542930.4
30332	SNRPB2	SNRPB2	gene-with-protein-product	protein-coding-gene	chr24	SNRPB2	NM_001251968.1	SNRPB2	NM_001251968.1
6733	SNRPC	SNRPC	gene-with-protein-product	protein-coding-gene	chr12	SNRPC	XM_532115.4	SNRPC	XM_532115.4
36227	SNRPD1	SNRPD1	gene-with-protein-product	protein-coding-gene	chr7	SNRPD1	XM_537302.4	SNRPD1	XM_537302.4
14249	SNRPD2	SNRPD2	gene-with-protein-product	protein-coding-gene	chr1	SNRPD2	NM_001252412.1	SNRPD2	NM_001252412.1
6325	SNRPD3	SNRPD3	gene-with-protein-product	protein-coding-gene	chr26	SNRPD3	XM_844567.3	SNRPD3	XM_844567.3
16221	SNRPE	SNRPE	gene-with-protein-product	protein-coding-gene	chr38	SNRPE	XM_003640211.2	SNRPE	XM_003640211.2
39851	SNRPF	SNRPF	gene-with-protein-product	protein-coding-gene	chr15	SNRPF	XM_005629249.1	SNRPF	XM_005629249.1
11818	SNRPG	SNRPG	gene-with-protein-product	protein-coding-gene	chr10	SNRPG	NM_001252331.1	SNRPG	NM_001252331.1
33923	SNRPN	SNRPN	gene-with-protein-product	protein-coding-gene	chr3	SNRPN	XM_536165.4	SNRPN	XM_536165.4
44169	SNTA1	SNTA1	gene-with-protein-product	protein-coding-gene	chr24	SNTA1	XM_005635346.1	SNTA1	XM_005635346.1
39021	SNTB1	SNTB1	gene-with-protein-product	protein-coding-gene	chr13	SNTB1	XM_005627900.1	SNTB1	XM_005627900.1
35204	SNTB2	SNTB2	gene-with-protein-product	protein-coding-gene	chr5	SNTB2	XM_536806.4	SNTB2	XM_536806.4
45829	SNTG1	SNTG1	gene-with-protein-product	protein-coding-gene	chr29	SNTG1	XM_005637962.1	SNTG1	XM_005637962.1
5857	SNTG2	SNTG2	gene-with-protein-product	protein-coding-gene	chr17	SNTG2	XM_843942.3	SNTG2	XM_843942.3
42629	SNTN	SNTN	gene-with-protein-product	protein-coding-gene	chr20	SNTN	XM_541819.4	SNTN	XM_541819.4
46793	SNUPN	SNUPN	gene-with-protein-product	protein-coding-gene	chr30	SNUPN	XM_544780.4	SNUPN	XM_544780.4
36672	SNW1	SNW1	gene-with-protein-product	protein-coding-gene	chr8	SNW1	XM_863207.3	SNW1	XM_863207.3
32654	SNX1	SNX1	gene-with-protein-product	protein-coding-gene	chr30	SNX1	XM_860488.3	SNX1	XM_860488.3
26971	SNX10	SNX10	gene-with-protein-product	protein-coding-gene	chr14	SNX10	XM_005628651.1	SNX10	XM_005628651.1
36895	SNX11	SNX11	gene-with-protein-product	protein-coding-gene	chr9	SNX11	XM_005624615.1	SNX11	XM_005624615.1
15783	SNX12	SNX12	gene-with-protein-product	protein-coding-gene	chrX	SNX12	XM_005641457.1	SNX12	XM_005641457.1
26940	SNX13	SNX13	gene-with-protein-product	protein-coding-gene	chr14	SNX13	XM_005628588.1	SNX13	XM_005628588.1
26440	SNX14	SNX14	gene-with-protein-product	protein-coding-gene	chr12	SNX14	XM_005627590.1	SNX14	XM_005627590.1
11169	SNX15	SNX15	gene-with-protein-product	protein-coding-gene	chr18	SNX15	XM_849806.3	SNX15	XM_849806.3
45901	SNX16	SNX16	gene-with-protein-product	protein-coding-gene	chr29	SNX16	XM_845117.3	SNX16	XM_845117.3
40318	SNX17	SNX17	gene-with-protein-product	protein-coding-gene	chr17	SNX17	XM_855900.3	SNX17	XM_855900.3
9412	SNX18	SNX18	gene-with-protein-product	protein-coding-gene	chr4	SNX18	XM_848613.3	SNX18	XM_848613.3
34667	SNX19	SNX19	gene-with-protein-product	protein-coding-gene	chr5	SNX19	XM_005619548.1	SNX19	XM_005619548.1
25808	SNX2	SNX2	gene-with-protein-product	protein-coding-gene	chr11	SNX2	XM_531886.4	SNX2	XM_531886.4
46258	SNX20	SNX20	gene-with-protein-product	protein-coding-gene	chr2	SNX20	XM_544413.4	SNX20	XM_544413.4
44249	SNX21	SNX21	gene-with-protein-product	protein-coding-gene	chr24	SNX21	XM_543024.4	SNX21	XM_543024.4
9577	SNX22	SNX22	gene-with-protein-product	protein-coding-gene	chr30	SNX22	XM_848231.3	SNX22	XM_848231.3
7319	SNX24	SNX24	gene-with-protein-product	protein-coding-gene	chr11	SNX24	XM_005626978.1	SNX24	XM_005626978.1
27601	SNX25	SNX25	gene-with-protein-product	protein-coding-gene	chr16	SNX25	XM_005629983.1	SNX25	XM_005629983.1
40629	SNX27	SNX27	gene-with-protein-product	protein-coding-gene	chr17	SNX27	XM_005630813.1	SNX27	XM_005630813.1
35503	SNX29	SNX29	gene-with-protein-product	protein-coding-gene	chr6	SNX29	XM_005622076.1	SNX29	XM_005622076.1
12337	SNX3	SNX3	gene-with-protein-product	protein-coding-gene	chr12	SNX3	XM_005627684.1	SNX3	XM_005627684.1
38545	SNX30	SNX30	gene-with-protein-product	protein-coding-gene	chr11	SNX30	XM_005626928.1	SNX30	XM_005626928.1
5682	SNX31	SNX31	gene-with-protein-product	protein-coding-gene	chr13	SNX31	XM_003639447.2	SNX31	XM_003639447.2
41282	SNX32	SNX32	gene-with-protein-product	protein-coding-gene	chr18	SNX32	XM_005631447.1	SNX32	XM_005631447.1
46795	SNX33	SNX33	gene-with-protein-product	protein-coding-gene	chr30	SNX33	XM_544782.4	SNX33	XM_544782.4
33159	SNX4	SNX4	gene-with-protein-product	protein-coding-gene	chr33	SNX4	XM_535771.4	SNX4	XM_535771.4
16164	SNX5	SNX5	gene-with-protein-product	protein-coding-gene	chr24	SNX5	XM_005634752.1	SNX5	XM_005634752.1
3238	SNX6	SNX6	gene-with-protein-product	protein-coding-gene	chr8	SNX6	XM_547770.5	SNX6	XM_547770.5
2478	SNX7	SNX7	gene-with-protein-product	protein-coding-gene	chr6	SNX7	XM_547269.4	SNX7	XM_547269.4
35368	SNX8	SNX8	gene-with-protein-product	protein-coding-gene	chr6	SNX8	XM_536895.4	SNX8	XM_536895.4
28701	SNX9	SNX9	gene-with-protein-product	protein-coding-gene	chr1	SNX9	XM_005615541.1	SNX9	XM_005615541.1
45170	SOAT2	SOAT2	gene-with-protein-product	protein-coding-gene	chr27	SOAT2	XM_005637410.1	SOAT2	XM_005637410.1
11207	SOBP	SOBP	gene-with-protein-product	protein-coding-gene	chr12	SOBP	XM_005627782.1	SOBP	XM_005627782.1
2267	SOCS1	SOCS1	gene-with-protein-product	protein-coding-gene	chr6	SOCS1	XM_005622079.1	SOCS1	XM_005622079.1
15960	SOCS2	SOCS2	gene-with-protein-product	protein-coding-gene	chr15	SOCS2	XM_003639533.2	SOCS2	XM_003639533.2
25108	SOCS3	SOCS3	gene-with-protein-product	protein-coding-gene	chr9	SOCS3	NM_001031631.1	SOCS3	NM_001031631.1
12481	SOCS4	SOCS4	gene-with-protein-product	protein-coding-gene	chr8	SOCS4	XM_003435136.3	SOCS4	XM_003435136.3
25639	SOCS5	SOCS5	gene-with-protein-product	protein-coding-gene	chr10	SOCS5	XM_005626083.1	SOCS5	XM_005626083.1
3828	SOCS7	SOCS7	gene-with-protein-product	protein-coding-gene	chr9	SOCS7	XM_005624981.1	SOCS7	XM_005624981.1
24131	SOD1	SOD1	gene-with-protein-product	protein-coding-gene	chr31	SOD1	NM_001003035.1	SOD1	NM_001003035.1
28707	SOD2	SOD2	gene-with-protein-product	protein-coding-gene	chr1	SOD2	XM_533463.4	SOD2	XM_533463.4
71	SOD3	SOD3	gene-with-protein-product	protein-coding-gene	chr3	SOD3	XM_545973.4	SOD3	XM_545973.4
44225	SOGA1	SOGA1	gene-with-protein-product	protein-coding-gene	chr24	SOGA1	XM_005635019.1	SOGA1	XM_005635019.1
3122	SOGA2	SOGA2	gene-with-protein-product	protein-coding-gene	chr7	SOGA2	XM_005623074.1	SOGA2	XM_005623074.1
41846	SOGA3	SOGA3	gene-with-protein-product	protein-coding-gene	chr1	SOGA3	XM_541235.4	SOGA3	XM_541235.4
20632	SOHLH1	SOHLH1	gene-with-protein-product	protein-coding-gene	chr9	SOHLH1	XM_005625138.1	SOHLH1	XM_005625138.1
44455	SOHLH2	SOHLH2	gene-with-protein-product	protein-coding-gene	chr25	SOHLH2	XM_543134.4	SOHLH2	XM_543134.4
32765	SON	SON	gene-with-protein-product	protein-coding-gene	chr31	SON	XM_005638873.1	SON	XM_005638873.1
14624	SORBS1	SORBS1	gene-with-protein-product	protein-coding-gene	chr28	SORBS1	XM_005637868.1	SORBS1	XM_005637868.1
40198	SORBS2	SORBS2	gene-with-protein-product	protein-coding-gene	chr16	SORBS2	XM_005629975.1	SORBS2	XM_005629975.1
30801	SORBS3	SORBS3	gene-with-protein-product	protein-coding-gene	chr25	SORBS3	XM_005635891.1	SORBS3	XM_005635891.1
31633	SORCS1	SORCS1	gene-with-protein-product	protein-coding-gene	chr28	SORCS1	XM_005637877.1	SORCS1	XM_005637877.1
373	SORCS2	SORCS2	gene-with-protein-product	protein-coding-gene	chr3	SORCS2	XM_005618454.1	SORCS2	XM_005618454.1
45737	SORCS3	SORCS3	gene-with-protein-product	protein-coding-gene	chr28	SORCS3	XM_544009.4	SORCS3	XM_544009.4
46613	SORD	SORD	gene-with-protein-product	protein-coding-gene	chr30	SORD	XM_544659.3	SORD	XM_544659.3
34694	SORL1	SORL1	gene-with-protein-product	protein-coding-gene	chr5	SORL1	XM_536545.4	SORL1	XM_536545.4
35624	SORT1	SORT1	gene-with-protein-product	protein-coding-gene	chr6	SORT1	XM_005621824.1	SORT1	XM_005621824.1
40376	SOS1	SOS1	gene-with-protein-product	protein-coding-gene	chr17	SOS1	XM_005630601.1	SOS1	XM_005630601.1
3275	SOS2	SOS2	gene-with-protein-product	protein-coding-gene	chr8	SOS2	XM_005623379.1	SOS2	XM_005623379.1
3686	SOST	SOST	gene-with-protein-product	protein-coding-gene	chr9	SOST	XM_548071.4	SOST	XM_548071.4
17224	SOSTDC1	SOSTDC1	gene-with-protein-product	protein-coding-gene	chr14	SOSTDC1	XM_003639481.2	SOSTDC1	XM_003639481.2
46966	SOWAHB	SOWAHB	gene-with-protein-product	protein-coding-gene	chr32	SOWAHB	XM_544937.4	SOWAHB	XM_544937.4
37929	SOWAHC	SOWAHC	gene-with-protein-product	protein-coding-gene	chr10	SOWAHC	XM_005625964.1	SOWAHC	XM_005625964.1
6010	SOX1	SOX1	gene-with-protein-product	protein-coding-gene	chr22	SOX1	XM_844146.2	SOX1	XM_844146.2
38038	SOX10	SOX10	gene-with-protein-product	protein-coding-gene	chr10	SOX10	XM_538379.4	SOX10	XM_538379.4
44152	SOX12	SOX12	gene-with-protein-product	protein-coding-gene	chr24	SOX12	XM_005634906.1	SOX12	XM_005634906.1
47806	SOX13	SOX13	gene-with-protein-product	protein-coding-gene	chr38	SOX13	XM_545679.4	SOX13	XM_545679.4
13005	SOX14	SOX14	gene-with-protein-product	protein-coding-gene	chr23	SOX14	XM_005634474.1	SOX14	XM_005634474.1
15263	SOX15	SOX15	gene-with-protein-product	protein-coding-gene	chr5	SOX15	XM_003434613.2	SOX15	XM_003434613.2
45670	SOX17	SOX17	gene-with-protein-product	protein-coding-gene	chr29	SOX17	XM_544084.4	SOX17	XM_544084.4
